file,duration,rms,rms_db,peak,snr,spectral_centroid,spectral_bandwidth,frequency_diversity,dynamic_range,model
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/010__solo_violin_classical_concerto__concert_hall__virtuosic_perf.wav,10.0,0.04042445868253708,-27.867116928100586,0.5170453786849976,38.59035110473633,621.5791416043826,644.9173532947957,0.00011497957166284323,92.39745330810547,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/011__solo_cello_baroque_suite__chamber_hall__warm_tone__expressiv.wav,10.0,0.0815543681383133,-21.771053314208984,0.47190529108047485,4.892202377319336,692.3565352619577,379.10301336712814,2.705996759999607e-09,29.417715072631836,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/012__solo_flute_mozart_concerto__medium_room__airy_sound__precise.wav,10.0,0.04409340023994446,-27.112529754638672,0.7927134037017822,6.857442378997803,1592.0457869456116,1408.9195912451787,2.128929008904379e-05,30.526952743530273,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/013__solo_clarinet_romantic_piece__warm_space__mellow_timbre__smo.wav,10.0,0.07737749069929123,-22.227706909179688,0.5356992483139038,7.5513105392456055,954.5614972910693,879.5288458790251,1.399781979216641e-07,41.04094696044922,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/014__solo_trumpet_fanfare__large_hall__bright_brass__strong_attac.wav,10.0,0.0937645435333252,-20.559226989746094,0.6075172424316406,6.512018203735352,541.2320559387896,581.6918304095758,6.523956130877195e-08,29.602964401245117,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/015__violin_and_cello_duet__chamber_hall__counterpoint__harmoniou.wav,10.0,0.044410932809114456,-27.050201416015625,0.5402970910072327,7.650729179382324,2819.7410620580526,1767.5582520405665,7.210341573227197e-05,36.31776428222656,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/016__flute_and_clarinet_duet__medium_room__woodwind_ensemble__lig.wav,10.0,0.06873961538076401,-23.255859375,0.5655466318130493,5.704956531524658,627.9001039491159,1287.190018808023,8.144535854626156e-07,34.67668533325195,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/017__string_trio_violin_viola_cello__concert_hall__classical_peri.wav,10.0,0.08350455015897751,-21.565797805786133,0.4839973747730255,3.878488540649414,281.10479651441005,714.5770294000943,8.618358293688289e-08,22.0467472076416,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/018__piano_trio_violin_cello_piano__chamber_hall__romantic_era__e.wav,10.0,0.07966125011444092,-21.97505760192871,0.3983108401298523,3.2856714725494385,851.0433405133172,771.4604666268357,1.4832677663889626e-07,23.178407669067383,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/019__string_quartet_two_violins_viola_cello__large_hall__classica.wav,10.0,0.06446191668510437,-23.813936233520508,0.5779489874839783,4.607176303863525,588.514646521713,714.9478621374265,4.684991594672283e-08,24.939151763916016,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/020__acoustic_guitar_fingerpicking__gentle_tempo__natural_tone__s.wav,10.0,0.09111330658197403,-20.80836296081543,0.4862719774246216,3.90016508102417,309.58556363880274,514.0593262441118,1.8600085027742352e-08,22.29351806640625,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/021__marimba_soft_pattern__dry_studio__resonant_wood_tone.wav,10.0,0.05750085413455963,-24.806514739990234,0.507929801940918,3.0038042068481445,3259.6067791591818,2517.3484844691197,6.10054530625348e-06,13.680225372314453,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/022__harp_glissandi__lush_hall__shimmering_resonance.wav,10.0,0.07845493406057358,-22.107593536376953,0.44875064492225647,8.588822364807129,386.5973547994885,851.8497891786006,9.3004661039231e-07,39.4366569519043,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/023__solo_saxophone_mellow_ballad_tone__small_club_ambience.wav,10.0,0.02266920916736126,-32.891273498535156,0.48239707946777344,30.128610610961914,214.60835704663535,269.3798926587993,8.444195555057377e-05,79.03108215332031,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/024__string_bass_pizzicato_walking_line__dry_studio__rhythmic_gro.wav,10.0,0.08105014264583588,-21.82492446899414,0.6686201095581055,9.412797927856445,269.2947508672581,354.15968017109526,5.0993861577808275e-08,45.5665397644043,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/025__timpani_soft_rolls__concert_hall__orchestral_texture.wav,10.0,0.0886785089969635,-21.04363250732422,0.6125361323356628,2.7446813583374023,372.18028258988954,371.15497904478485,9.356195818099877e-09,18.880840301513672,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/026__ambient_pads_evolving_texture__wide_stereo__gentle_reverb.wav,10.0,0.02889816276729107,-30.782594680786133,0.5076083540916443,6.408546447753906,1243.951984179977,1087.510221393537,8.523201358912047e-06,28.85335922241211,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/027__minimal_piano_and_pads__slow_evolving_harmony__instrumental.wav,10.0,0.12589164078235626,-18.00006103515625,0.527782142162323,1.2347009181976318,201.11392529967097,439.7981654366473,2.21168772185365e-08,11.896072387695312,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/028__granular_string_texture__shimmering_spacious_hall.wav,10.0,0.04085360839962959,-27.775392532348633,0.5082294940948486,3.3640499114990234,1032.0265365827868,1707.0181373649448,3.5440925785223953e-06,19.994884490966797,AudioLDM2-mlp_adapter
/scratch/rc01492/experiments/final/exp2f_audioldm2_retrieval_mlp_adapter/wav/029__felt_piano_intimate_close-mic__soft_pedal__delicate_timbre.wav,10.0,0.07229752838611603,-22.81753158569336,0.6592624187469482,10.540973663330078,215.2013227586348,353.4250147298815,4.444933310310262e-08,47.68634033203125,AudioLDM2-mlp_adapter
