file,duration,rms,rms_db,peak,snr,spectral_centroid,spectral_bandwidth,frequency_diversity,dynamic_range,model
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/010__solo_violin_classical_concerto__concert_hall__virtuosic_perf.wav,10.0,0.10766597092151642,-19.358430862426758,0.6405037045478821,6.084766387939453,1611.8638784035606,738.2493710615967,2.1308887987459e-09,32.34312057495117,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/011__solo_cello_baroque_suite__chamber_hall__warm_tone__expressiv.wav,10.0,0.08360493928194046,-21.555362701416016,0.5196801424026489,10.531509399414062,1659.6063911448543,1222.3087504399239,8.312575516811194e-08,37.1007194519043,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/012__solo_flute_mozart_concerto__medium_room__airy_sound__precise.wav,10.0,0.1165134385228157,-18.6724796295166,0.5382176637649536,3.8574423789978027,893.6308637451491,519.210708070347,9.973961656584152e-10,26.872711181640625,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/013__solo_clarinet_romantic_piece__warm_space__mellow_timbre__smo.wav,10.0,0.10522923618555069,-19.557270050048828,0.5753883123397827,2.8027260303497314,802.6356328589208,565.5418755594069,2.3614188382481416e-09,16.22728157043457,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/014__solo_trumpet_fanfare__large_hall__bright_brass__strong_attac.wav,10.0,0.08171653747558594,-21.753803253173828,0.4472304880619049,5.365275859832764,807.3899317164635,763.5788692139495,5.358259969057144e-08,23.868213653564453,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/015__violin_and_cello_duet__chamber_hall__counterpoint__harmoniou.wav,10.0,0.13359083235263824,-17.484466552734375,0.5365987420082092,2.791152238845825,791.7347452283071,826.1881438505975,2.66647184332669e-08,15.7945556640625,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/016__flute_and_clarinet_duet__medium_room__woodwind_ensemble__lig.wav,10.0,0.09158976376056671,-20.7630615234375,0.4848518967628479,2.145294666290283,640.7818425085595,770.0174502642689,2.4478485016743434e-08,14.565971374511719,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/017__string_trio_violin_viola_cello__concert_hall__classical_peri.wav,10.0,0.10127165168523788,-19.890241622924805,0.5255568027496338,2.7514076232910156,1831.804626759314,988.3547384066169,1.4959894656385586e-08,16.767459869384766,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/018__piano_trio_violin_cello_piano__chamber_hall__romantic_era__e.wav,10.0,0.10224492102861404,-19.807165145874023,0.46214020252227783,4.31150484085083,844.4702232522742,677.2994642211665,6.708362754181962e-09,20.653230667114258,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/019__string_quartet_two_violins_viola_cello__large_hall__classica.wav,10.0,0.09698431193828583,-20.26597023010254,0.4936172068119049,3.3131508827209473,1457.3433274231159,914.6051479269554,8.18928569401578e-09,17.59160804748535,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/020__acoustic_guitar_fingerpicking__gentle_tempo__natural_tone__s.wav,10.0,0.06911422312259674,-23.20865249633789,0.4346804618835449,4.073214530944824,257.5332295523678,278.75549712542954,1.32025079757625e-09,23.14373207092285,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/021__marimba_soft_pattern__dry_studio__resonant_wood_tone.wav,10.0,0.08325795084238052,-21.591487884521484,0.4790712594985962,2.2897932529449463,539.1406879976324,411.83290332726625,5.9387512685304955e-09,13.96420955657959,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/022__harp_glissandi__lush_hall__shimmering_resonance.wav,10.0,0.09757236391305923,-20.213462829589844,0.41803139448165894,3.465904712677002,336.7794753715488,419.2861858498341,7.222472064860597e-10,22.012706756591797,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/023__solo_saxophone_mellow_ballad_tone__small_club_ambience.wav,10.0,0.0886828824877739,-21.04320526123047,0.49245485663414,4.008549213409424,511.25572442368787,719.7227563080977,1.2666117932269572e-08,17.95175552368164,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/024__string_bass_pizzicato_walking_line__dry_studio__rhythmic_gro.wav,10.0,0.08349089324474335,-21.567218780517578,0.8859491944313049,9.06983757019043,880.949096059512,1593.1492841055422,3.555703415258904e-06,54.0303955078125,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/025__timpani_soft_rolls__concert_hall__orchestral_texture.wav,10.0,0.040040887892246246,-27.949926376342773,0.3602326214313507,3.2749385833740234,768.6329899435525,1127.925576801147,7.522244231950026e-07,25.103256225585938,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/026__ambient_pads_evolving_texture__wide_stereo__gentle_reverb.wav,10.0,0.12390726804733276,-18.138063430786133,0.540175199508667,1.936478853225708,971.7708849325355,553.2805630527928,6.0978342375506145e-09,14.44536018371582,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/027__minimal_piano_and_pads__slow_evolving_harmony__instrumental.wav,10.0,0.07556590437889099,-22.433481216430664,0.5481663942337036,3.468775510787964,1093.869636795494,810.7029622537024,4.267180830908046e-09,18.760345458984375,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/028__granular_string_texture__shimmering_spacious_hall.wav,10.0,0.14726468920707703,-16.63802719116211,0.4678117036819458,2.778653144836426,215.7843541401542,386.18382796971724,1.3299329415517036e-09,15.18393611907959,AudioLDM2-augment
/scratch/rc01492/experiments/final/exp2c_audioldm2_retrieval_augment/wav/029__felt_piano_intimate_close-mic__soft_pedal__delicate_timbre.wav,10.0,0.08131404221057892,-21.796688079833984,0.45383450388908386,2.9405763149261475,2751.7050165697065,1526.7939670916255,8.245505966897326e-08,18.31752586364746,AudioLDM2-augment
